diagnosis_code,diagnosis_description,overlap_1FL
G40.801,"Other epilepsy, not intractable, with status epilepticus",0
I63.312,Cerebral infarction due to thrombosis of left middle cerebral artery,1
C11.1,Malignant neoplasm of posterior wall of nasopharynx,0
M45.8,Ankylosing spondylitis sacral and sacrococcygeal region,0
G83.5,Locked-in state,0
M05.70,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,0
M06.019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",0
F31.71,"Bipolar disorder, in partial remission, most recent episode hypomanic",0
C57.3,Malignant neoplasm of parametrium,0
I63.311,Cerebral infarction due to thrombosis of right middle cerebral artery,1
E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,1
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",1
K72.91,"Hepatic failure, unspecified with coma",0
C25.9,"Malignant neoplasm of pancreas, unspecified",0
Z91.15,Patient's noncompliance with renal dialysis,0
E11.3491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",1
E11.3292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",1
E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",1
E11.3411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",1
G24.8,Other dystonia,0
F30.2,"Manic episode, severe with psychotic symptoms",0
G12.20,"Motor neuron disease, unspecified",0
G83.14,Monoplegia of lower limb affecting left nondominant side,0
H34.233,"Retinal artery branch occlusion, bilateral",0
C69.32,Malignant neoplasm of left choroid,0
C69.92,Malignant neoplasm of unspecified site of left eye,0
C70.9,"Malignant neoplasm of meninges, unspecified",0
C53.1,Malignant neoplasm of exocervix,0
J47.1,Bronchiectasis with (acute) exacerbation,0
K74.01,"Hepatic fibrosis, early fibrosis",0
J47.0,Bronchiectasis with acute lower respiratory infection,0
F11.288,Opioid dependence with other opioid-induced disorder,1
F10.19,Alcohol abuse with unspecified alcohol-induced disorder,1
M45.5,Ankylosing spondylitis of thoracolumbar region,0
M08.911,"Juvenile arthritis, unspecified, right shoulder",0
M08.472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",0
M08.471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",0
E11.339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,1
E06.5,Other chronic thyroiditis,0
M05.711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,0
M05.749,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,0
J45.32,Mild persistent asthma with status asthmaticus,0
E13.649,Other specified diabetes mellitus with hypoglycemia without coma,1
G40.911,"Epilepsy, unspecified, intractable, with status epilepticus",0
M32.15,Tubulo-interstitial nephropathy in systemic lupus erythematosus,0
C43.72,"Malignant melanoma of left lower limb, including hip",0
C43.21,Malignant melanoma of right ear and external auricular canal,0
D03.72,"Melanoma in situ of left lower limb, including hip",0
E10.311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,1
E08.3291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",0
J41.8,Mixed simple and mucopurulent chronic bronchitis,0
E04.0,Nontoxic diffuse goiter,0
I63.49,Cerebral infarction due to embolism of other cerebral artery,1
F19.24,Other psychoactive substance dependence with psychoactive substance-induced mood disorder,1
E09.40,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",0
E09.22,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,0
E11.01,Type 2 diabetes mellitus with hyperosmolarity with coma,1
I77.79,Dissection of other specified artery,0
I70.229,"Atherosclerosis of native arteries of extremities with rest pain, unspecified extremity",0
K75.1,Phlebitis of portal vein,0
I65.03,Occlusion and stenosis of bilateral vertebral arteries,1
I69.344,Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,0
I74.10,Embolism and thrombosis of unspecified parts of aorta,0
I77.72,Dissection of iliac artery,0
I78.0,Hereditary hemorrhagic telangiectasia,0
A54.42,Gonococcal arthritis,0
I69.865,"Other paralytic syndrome following other cerebrovascular disease, bilateral",0
I69.369,Other paralytic syndrome following cerebral infarction affecting unspecified side,0
D03.9,"Melanoma in situ, unspecified",0
M05.80,Other rheumatoid arthritis with rheumatoid factor of unspecified site,0
C7A.020,Malignant carcinoid tumor of the appendix,0
C7A.029,"Malignant carcinoid tumor of the large intestine, unspecified portion",0
G47.429,Narcolepsy in conditions classified elsewhere without cataplexy,0
I71.00,Dissection of unspecified site of aorta,1
G31.89,Other specified degenerative diseases of nervous system,0
M45.6,Ankylosing spondylitis lumbar region,0
F15.150,Other stimulant abuse with stimulant-induced psychotic disorder with delusions,0
F15.259,"Other stimulant dependence with stimulant-induced psychotic disorder, unspecified",0
F15.950,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions",0
F14.950,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",0
M33.10,"Other dermatomyositis, organ involvement unspecified",0
E10.3391,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",1
G81.12,Spastic hemiplegia affecting left dominant side,0
F11.14,Opioid abuse with opioid-induced mood disorder,1
F19.951,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",0
I60.6,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,1
G45.8,Other transient cerebral ischemic attacks and related syndromes,1
E10.3291,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",1
E10.59,Type 1 diabetes mellitus with other circulatory complications,1
F11.188,Opioid abuse with other opioid-induced disorder,1
E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,1
E08.638,Diabetes mellitus due to underlying condition with other oral complications,0
E08.3543,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",0
I70.208,"Unspecified atherosclerosis of native arteries of extremities, other extremity",0
C85.80,"Other specified types of non-Hodgkin lymphoma, unspecified site",0
C84.90,"Mature T/NK-cell lymphomas, unspecified, unspecified site",0
C84.40,"Peripheral T-cell lymphoma, not classified, unspecified site",0
C85.81,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",0
C85.83,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",0
C78.39,Secondary malignant neoplasm of other respiratory organs,0
C84.49,"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",0
I63.331,Cerebral infarction due to thrombosis of right posterior cerebral artery,1
C77.1,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,0
B18.8,Other chronic viral hepatitis,0
I60.12,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,1
C94.82,"Other specified leukemias, in relapse",0
E08.41,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,0
I37.9,"Nonrheumatic pulmonary valve disorder, unspecified",0
K29.21,Alcoholic gastritis with bleeding,0
L40.54,Psoriatic juvenile arthropathy,0
K25.0,Acute gastric ulcer with hemorrhage,0
E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1
K76.3,Infarction of liver,0
E08.331,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema,0
E08.3319,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
D04.61,"Carcinoma in situ of skin of right upper limb, including shoulder",0
D09.9,"Carcinoma in situ, unspecified",0
E13.29,Other specified diabetes mellitus with other diabetic kidney complication,1
G11.4,Hereditary spastic paraplegia,0
D69.42,Congenital and hereditary thrombocytopenia purpura,0
I69.390,Apraxia following cerebral infarction,0
I69.928,Other speech and language deficits following unspecified cerebrovascular disease,0
C25.2,Malignant neoplasm of tail of pancreas,0
I06.1,Rheumatic aortic insufficiency,0
I77.77,Dissection of artery of lower extremity,0
G13.0,Paraneoplastic neuromyopathy and neuropathy,0
C7A.092,Malignant carcinoid tumor of the stomach,0
J45.22,Mild intermittent asthma with status asthmaticus,0
M45.7,Ankylosing spondylitis of lumbosacral region,0
Q22.8,Other congenital malformations of tricuspid valve,0
E11.3522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",1
E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1
E03.3,Postinfectious hypothyroidism,0
M45.0,Ankylosing spondylitis of multiple sites in spine,0
K75.89,Other specified inflammatory liver diseases,0
F15.13,Other stimulant abuse with withdrawal,0
I63.212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,1
I65.09,Occlusion and stenosis of unspecified vertebral artery,1
I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,1
I66.22,Occlusion and stenosis of left posterior cerebral artery,1
I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,1
E04.8,Other specified nontoxic goiter,0
I66.01,Occlusion and stenosis of right middle cerebral artery,1
I66.11,Occlusion and stenosis of right anterior cerebral artery,1
D51.1,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,0
D53.1,"Other megaloblastic anemias, not elsewhere classified",0
D51.2,Transcobalamin II deficiency,0
I08.2,Rheumatic disorders of both aortic and tricuspid valves,0
I37.8,Other nonrheumatic pulmonary valve disorders,0
I08.9,"Rheumatic multiple valve disease, unspecified",0
E75.25,Metachromatic leukodystrophy,0
E09.00,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),0
I63.19,Cerebral infarction due to embolism of other precerebral artery,1
I69.990,Apraxia following unspecified cerebrovascular disease,0
C31.1,Malignant neoplasm of ethmoidal sinus,0
C31.0,Malignant neoplasm of maxillary sinus,0
C41.0,Malignant neoplasm of bones of skull and face,0
C40.80,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,0
C69.62,Malignant neoplasm of left orbit,0
C31.9,"Malignant neoplasm of accessory sinus, unspecified",0
C17.2,Malignant neoplasm of ileum,0
E13.43,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,1
D61.9,"Aplastic anemia, unspecified",0
F11.259,"Opioid dependence with opioid-induced psychotic disorder, unspecified",0
C43.70,"Malignant melanoma of unspecified lower limb, including hip",0
D04.5,Carcinoma in situ of skin of trunk,0
C44.599,Other specified malignant neoplasm of skin of other part of trunk,0
G25.82,Stiff-man syndrome,0
F13.220,"Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated",1
E11.620,Type 2 diabetes mellitus with diabetic dermatitis,1
C41.1,Malignant neoplasm of mandible,0
I63.319,Cerebral infarction due to thrombosis of unspecified middle cerebral artery,1
F14.151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,0
F15.251,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,0
C49.A0,"Gastrointestinal stromal tumor, unspecified site",0
C82.01,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",0
C82.00,"Follicular lymphoma grade I, unspecified site",0
I69.254,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,0
M08.08,"Unspecified juvenile rheumatoid arthritis, vertebrae",0
M08.40,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",0
D52.8,Other folate deficiency anemias,0
H34.02,"Transient retinal artery occlusion, left eye",1
I65.8,Occlusion and stenosis of other precerebral arteries,1
G83.11,Monoplegia of lower limb affecting right dominant side,0
I63.131,Cerebral infarction due to embolism of right carotid artery,1
G46.4,Cerebellar stroke syndrome,1
C71.8,Malignant neoplasm of overlapping sites of brain,0
I27.83,Eisenmenger's syndrome,0
F31.12,"Bipolar disorder, current episode manic without psychotic features, moderate",0
I69.854,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,0
K76.81,Hepatopulmonary syndrome,0
G21.0,Malignant neuroleptic syndrome,0
E08.649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,0
C84.Z0,"Other mature T/NK-cell lymphomas, unspecified site",0
C38.4,Malignant neoplasm of pleura,0
M33.12,Other dermatomyositis with myopathy,0
M33.92,"Dermatopolymyositis, unspecified with myopathy",0
C24.9,"Malignant neoplasm of biliary tract, unspecified",0
E08.43,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,0
L94.3,Sclerodactyly,0
G93.81,Temporal sclerosis,0
M06.062,"Rheumatoid arthritis without rheumatoid factor, left knee",0
M06.89,"Other specified rheumatoid arthritis, multiple sites",0
F10.24,Alcohol dependence with alcohol-induced mood disorder,1
G80.1,Spastic diplegic cerebral palsy,0
G80.2,Spastic hemiplegic cerebral palsy,0
M06.049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",0
M08.011,"Unspecified juvenile rheumatoid arthritis, right shoulder",0
